"","Bottle Code","Year","Experiment","Location","Plot","Cut Trt","Var Trt","Cuts","Variety","Sample Timing","Sample Type","Harvest Point","Sample ID","Site","Paddock","Sample","Treatment","...9","...10","...11","Study","PlotNum","Main Treatment","SubPlot Treatment","...7","...8"
"1775","210763","2021","102",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210763","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","210764","2021","108",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210764","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777","210765","2021","110",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210765","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778","210766","2021","116",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210766","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","210767","2021","203",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210767","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","210768","2021","207",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210768","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781","210769","2021","211",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210769","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","210770","2021","214",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210770","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","210771","2021","304",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210771","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","210772","2021","305",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210772","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","210773","2021","310",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210773","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786","210774","2021","316",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210774","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787","210775","2021","403",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210775","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","210776","2021","406",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210776","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","210777","2021","412",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210777","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","210778","2021","414",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210778","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","210779","2021","502",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210779","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","210780","2021","505",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210780","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","210781","2021","510",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210781","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","210782","2021","513",NA,"summer",NA,NA,NA,NA,NA,NA,NA,"210782","parce","alfalfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795","210783","2021","101",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210783","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","210784","2021","107",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210784","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797","210785","2021","111",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210785","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798","210786","2021","113",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210786","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","210787","2021","204",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210787","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","210788","2021","208",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210788","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","210789","2021","209",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210789","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802","210790","2021","213",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210790","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803","210791","2021","302",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210791","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","210792","2021","307",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210792","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","210793","2021","309",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210793","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806","210794","2021","313",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210794","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","210795","2021","401",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210795","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808","210796","2021","405",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210796","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809","210797","2021","410",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210797","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","210798","2021","416",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210798","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","210799","2021","504",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210799","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812","210800","2021","506",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210800","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","210801","2021","509",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210801","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","210802","2021","514",NA,"spring",NA,NA,NA,NA,NA,NA,NA,"210802","parce","vetch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","210803","2021","101",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210803","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816","210804","2021","104",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210804","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","210805","2021","106",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210805","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818","210806","2021","107",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210806","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","210807","2021","111",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210807","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820","210808","2021","112",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210808","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","210809","2021","113",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210809","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822","210810","2021","115",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210810","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","210811","2021","201",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210811","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824","210812","2021","204",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210812","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","210813","2021","205",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210813","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826","210814","2021","208",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210814","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","210815","2021","209",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210815","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828","210816","2021","212",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210816","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829","210817","2021","213",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210817","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830","210818","2021","215",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210818","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831","210819","2021","302",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210819","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832","210820","2021","303",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210820","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","210821","2021","306",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210821","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","210822","2021","307",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210822","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","210823","2021","309",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210823","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836","210824","2021","311",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210824","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837","210825","2021","313",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210825","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838","210826","2021","315",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210826","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839","210827","2021","401",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210827","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840","210828","2021","402",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210828","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","210829","2021","405",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210829","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842","210830","2021","407",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210830","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843","210831","2021","410",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210831","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","210832","2021","411",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210832","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845","210833","2021","415",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210833","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846","210834","2021","416",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210834","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847","210835","2021","501",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210835","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848","210836","2021","504",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210836","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","210837","2021","506",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210837","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850","210838","2021","508",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210838","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851","210839","2021","509",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210839","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852","210840","2021","512",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210840","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853","210841","2021","514",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210841","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","210842","2021","515",NA,"fall",NA,NA,NA,NA,NA,NA,NA,"210842","parce","corn silage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","210843","2021","fall pre graze",NA,"101",NA,NA,NA,NA,NA,NA,NA,"210843","Anderson","1","1","Enclosed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856","210844","2021","fall pre graze",NA,"102",NA,NA,NA,NA,NA,NA,NA,"210844","Anderson","1","2","Enclosed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","210845","2021","fall pre graze",NA,"103",NA,NA,NA,NA,NA,NA,NA,"210845","Anderson","1","3","Enclosed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","210846","2021","fall pre graze",NA,"104",NA,NA,NA,NA,NA,NA,NA,"210846","Anderson","1","4","Grazed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859","210847","2021","fall pre graze",NA,"105",NA,NA,NA,NA,NA,NA,NA,"210847","Anderson","1","5","Grazed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860","210848","2021","fall pre graze",NA,"106",NA,NA,NA,NA,NA,NA,NA,"210848","Anderson","1","6","Grazed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861","210849","2021","fall pre graze",NA,"201",NA,NA,NA,NA,NA,NA,NA,"210849","Anderson","2","1","Enclosed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862","210850","2021","fall pre graze",NA,"202",NA,NA,NA,NA,NA,NA,NA,"210850","Anderson","2","2","Enclosed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863","210851","2021","fall pre graze",NA,"203",NA,NA,NA,NA,NA,NA,NA,"210851","Anderson","2","3","Enclosed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","210852","2021","fall pre graze",NA,"204",NA,NA,NA,NA,NA,NA,NA,"210852","Anderson","2","4","Grazed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865","210853","2021","fall pre graze",NA,"205",NA,NA,NA,NA,NA,NA,NA,"210853","Anderson","2","5","Grazed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866","210854","2021","fall pre graze",NA,"206",NA,NA,NA,NA,NA,NA,NA,"210854","Anderson","2","6","Grazed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867","210855","2021","fall pre graze",NA,"301",NA,NA,NA,NA,NA,NA,NA,"210855","Anderson","3","1","Enclosed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868","210856","2021","fall pre graze",NA,"302",NA,NA,NA,NA,NA,NA,NA,"210856","Anderson","3","2","Enclosed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869","210857","2021","fall pre graze",NA,"303",NA,NA,NA,NA,NA,NA,NA,"210857","Anderson","3","3","Enclosed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870","210858","2021","fall pre graze",NA,"304",NA,NA,NA,NA,NA,NA,NA,"210858","Anderson","3","4","Grazed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871","210859","2021","fall pre graze",NA,"305",NA,NA,NA,NA,NA,NA,NA,"210859","Anderson","3","5","Grazed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872","210860","2021","fall pre graze",NA,"306",NA,NA,NA,NA,NA,NA,NA,"210860","Anderson","3","6","Grazed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873","210861","2021","101",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210861","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874","210862","2021","101",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210862","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875","210863","2021","101",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210863","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876","210864","2021","101",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210864","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877","210865","2021","101",NA,"5",NA,NA,NA,NA,NA,NA,NA,"210865","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878","210866","2021","101",NA,"6",NA,NA,NA,NA,NA,NA,NA,"210866","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879","210867","2021","102",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210867","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880","210868","2021","102",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210868","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881","210869","2021","102",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210869","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882","210870","2021","102",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210870","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883","210871","2021","102",NA,"5",NA,NA,NA,NA,NA,NA,NA,"210871","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884","210872","2021","102",NA,"6",NA,NA,NA,NA,NA,NA,NA,"210872","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885","210873","2021","201",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210873","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886","210874","2021","201",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210874","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887","210875","2021","201",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210875","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888","210876","2021","201",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210876","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889","210877","2021","201",NA,"5",NA,NA,NA,NA,NA,NA,NA,"210877","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1890","210878","2021","201",NA,"6",NA,NA,NA,NA,NA,NA,NA,"210878","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891","210879","2021","202",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210879","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892","210880","2021","202",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210880","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893","210881","2021","202",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210881","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894","210882","2021","202",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210882","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895","210883","2021","202",NA,"5",NA,NA,NA,NA,NA,NA,NA,"210883","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896","210884","2021","202",NA,"6",NA,NA,NA,NA,NA,NA,NA,"210884","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897","210885","2021","301",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210885","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898","210886","2021","301",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210886","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899","210887","2021","301",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210887","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900","210888","2021","301",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210888","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901","210889","2021","301",NA,"5",NA,NA,NA,NA,NA,NA,NA,"210889","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902","210890","2021","301",NA,"6",NA,NA,NA,NA,NA,NA,NA,"210890","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903","210891","2021","302",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210891","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904","210892","2021","302",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210892","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905","210893","2021","302",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210893","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1906","210894","2021","302",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210894","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907","210895","2021","302",NA,"5",NA,NA,NA,NA,NA,NA,NA,"210895","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1908","210896","2021","302",NA,"6",NA,NA,NA,NA,NA,NA,NA,"210896","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909","210897","2021","401",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210897","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910","210898","2021","401",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210898","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911","210899","2021","401",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210899","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912","210900","2021","401",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210900","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913","210901","2021","401",NA,"5",NA,NA,NA,NA,NA,NA,NA,"210901","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914","210902","2021","401",NA,"6",NA,NA,NA,NA,NA,NA,NA,"210902","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915","210903","2021","402",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210903","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916","210904","2021","402",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210904","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917","210905","2021","402",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210905","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918","210906","2021","402",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210906","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919","210907","2021","402",NA,"5",NA,NA,NA,NA,NA,NA,NA,"210907","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920","210908","2021","402",NA,"6",NA,NA,NA,NA,NA,NA,NA,"210908","Edgerton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921","210909","2021","101",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210909","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922","210910","2021","101",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210910","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923","210911","2021","101",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210911","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924","210912","2021","101",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210912","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925","210913","2021","101",NA,"5",NA,NA,NA,NA,NA,NA,NA,"210913","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926","210914","2021","101",NA,"6",NA,NA,NA,NA,NA,NA,NA,"210914","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927","210915","2021","102",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210915","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928","210916","2021","102",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210916","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929","210917","2021","102",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210917","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930","210918","2021","102",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210918","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931","210919","2021","102",NA,"5",NA,NA,NA,NA,NA,NA,NA,"210919","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932","210920","2021","102",NA,"6",NA,NA,NA,NA,NA,NA,NA,"210920","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933","210921","2021","201",NA,"1",NA,NA,NA,NA,NA,NA,NA,"210921","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934","210922","2021","201",NA,"2",NA,NA,NA,NA,NA,NA,NA,"210922","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935","210923","2021","201",NA,"3",NA,NA,NA,NA,NA,NA,NA,"210923","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936","210924","2021","201",NA,"4",NA,NA,NA,NA,NA,NA,NA,"210924","Luverne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
